student_id,parcel_id,student_name,grade,lon,lat,planning_unit_id,name,expected_growth_pct,boundary_id,school_id,school_name
STU-0035,PAR-021,Mason Smith,4,-78.966358,36.027941,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0036,PAR-022,Ava Lee,2,-78.972834,36.022988,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0037,PAR-023,Noah Thomas,4,-78.977016,36.027664,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0038,PAR-024,Liam Thomas,3,-78.962866,36.027804,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0039,PAR-025,Liam Johnson,3,-78.96908,36.032511,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0040,PAR-026,Mason Wilson,1,-78.95861,36.043417,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0041,PAR-027,Mason Johnson,K,-78.967187,36.028799,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0042,PAR-028,Mia Smith,3,-78.96074,36.036136,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0043,PAR-028,Ethan Wilson,1,-78.96074,36.036136,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0044,PAR-028,Emma Johnson,1,-78.96074,36.036136,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0045,PAR-029,Mason Thomas,5,-78.968389,36.048589,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0046,PAR-030,Mason Johnson,5,-78.965373,36.026317,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0047,PAR-030,Lucas Johnson,K,-78.965373,36.026317,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0048,PAR-031,Mason Johnson,1,-78.962643,36.03508,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0049,PAR-032,Isla Smith,4,-78.977081,36.022903,PU-101,Northwest Growth Area,7.5,B-1,SCH-01,Riverdale Elementary
STU-0050,PAR-033,Mason Brown,2,-78.962353,36.008343,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0051,PAR-033,Mia Thomas,5,-78.962353,36.008343,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0052,PAR-034,Ethan Brown,K,-78.970203,35.998437,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0053,PAR-034,Ava Wilson,4,-78.970203,35.998437,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0054,PAR-035,Sophia Smith,2,-78.951043,36.018891,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0055,PAR-036,Mason Thomas,2,-78.954336,36.01562,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0056,PAR-037,Mason Brown,5,-78.961873,36.018643,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0057,PAR-038,Mason Smith,2,-78.9761,36.015588,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0058,PAR-038,Sophia Davis,1,-78.9761,36.015588,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0059,PAR-039,Sophia Lee,K,-78.958907,35.996701,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0060,PAR-040,Noah Thomas,2,-78.976416,36.00286,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0061,PAR-041,Liam Johnson,5,-78.974476,36.003371,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0062,PAR-041,Noah Davis,K,-78.974476,36.003371,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0063,PAR-042,Sophia Brown,K,-78.955631,36.00731,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0064,PAR-043,Mason Lee,3,-78.95383,35.996882,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0065,PAR-044,Noah Wilson,K,-78.951733,36.011985,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0066,PAR-044,Noah Thomas,2,-78.951733,36.011985,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0067,PAR-044,Emma Lee,5,-78.951733,36.011985,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0068,PAR-045,Liam Wilson,K,-78.954806,36.013701,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0069,PAR-045,Ethan Smith,1,-78.954806,36.013701,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0070,PAR-046,Mia Wilson,2,-78.956136,36.003888,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0071,PAR-047,Mason Wilson,5,-78.971199,35.992944,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0072,PAR-048,Sophia Smith,4,-78.951528,36.006014,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0073,PAR-048,Sophia Johnson,K,-78.951528,36.006014,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0074,PAR-049,Mason Johnson,3,-78.962296,36.000679,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0075,PAR-050,Mason Lee,4,-78.953814,35.996322,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0076,PAR-051,Emma Johnson,5,-78.959768,36.017327,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0077,PAR-052,Sophia Davis,2,-78.953218,36.008448,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0078,PAR-052,Emma Brown,3,-78.953218,36.008448,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0079,PAR-053,Emma Thomas,5,-78.959478,36.006524,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0080,PAR-053,Noah Davis,4,-78.959478,36.006524,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0081,PAR-054,Emma Lee,4,-78.970573,36.006342,PU-102,Southwest Stable Area,2.1,B-1,SCH-01,Riverdale Elementary
STU-0082,PAR-055,Mason Wilson,5,-78.932013,36.030023,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0083,PAR-055,Noah Thomas,K,-78.932013,36.030023,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0084,PAR-056,Mia Thomas,2,-78.941054,36.039588,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0085,PAR-057,Ethan Davis,K,-78.94271,36.026576,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0086,PAR-058,Emma Wilson,3,-78.936248,36.045812,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0087,PAR-058,Mia Smith,5,-78.936248,36.045812,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0088,PAR-059,Mia Smith,5,-78.929747,36.045994,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0089,PAR-059,Mason Wilson,K,-78.929747,36.045994,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0090,PAR-060,Ethan Thomas,4,-78.933393,36.046689,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0091,PAR-061,Mason Wilson,4,-78.921339,36.037673,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0092,PAR-061,Ethan Smith,5,-78.921339,36.037673,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0093,PAR-062,Sophia Lee,4,-78.924878,36.033602,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0094,PAR-062,Ethan Thomas,1,-78.924878,36.033602,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0095,PAR-063,Lucas Davis,K,-78.941311,36.02317,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0096,PAR-064,Liam Wilson,3,-78.945126,36.027475,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0097,PAR-064,Lucas Davis,3,-78.945126,36.027475,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0098,PAR-065,Isla Thomas,K,-78.937358,36.026791,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0099,PAR-065,Isla Wilson,3,-78.937358,36.026791,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0100,PAR-065,Ava Brown,2,-78.937358,36.026791,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0101,PAR-066,Mason Lee,4,-78.927903,36.044897,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0102,PAR-067,Emma Brown,5,-78.923861,36.03467,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0103,PAR-068,Isla Davis,K,-78.929984,36.032321,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0104,PAR-068,Emma Davis,4,-78.929984,36.032321,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0105,PAR-068,Ava Johnson,5,-78.929984,36.032321,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0106,PAR-069,Lucas Smith,3,-78.936999,36.045272,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0107,PAR-070,Emma Brown,K,-78.939848,36.042314,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0108,PAR-070,Ethan Johnson,5,-78.939848,36.042314,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0109,PAR-071,Ava Lee,K,-78.933896,36.048997,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0110,PAR-071,Mia Smith,K,-78.933896,36.048997,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0111,PAR-072,Mia Wilson,5,-78.931603,36.027679,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0112,PAR-073,Liam Lee,1,-78.941825,36.031329,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0113,PAR-073,Sophia Johnson,4,-78.941825,36.031329,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0114,PAR-073,Ava Brown,4,-78.941825,36.031329,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0115,PAR-074,Isla Thomas,5,-78.930034,36.047829,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0116,PAR-075,Liam Lee,4,-78.9422,36.040521,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0117,PAR-075,Ava Brown,4,-78.9422,36.040521,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0118,PAR-076,Emma Lee,3,-78.937005,36.031376,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0119,PAR-077,Emma Smith,5,-78.946045,36.047902,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0120,PAR-077,Mason Thomas,2,-78.946045,36.047902,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0121,PAR-078,Isla Brown,2,-78.931754,36.046749,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0122,PAR-079,Mia Lee,3,-78.925152,36.04426,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0123,PAR-079,Isla Davis,5,-78.925152,36.04426,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0124,PAR-080,Mia Brown,2,-78.938388,36.021804,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0125,PAR-081,Mason Smith,K,-78.939471,36.045649,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0126,PAR-081,Mia Thomas,3,-78.939471,36.045649,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0127,PAR-082,Ethan Wilson,K,-78.93532,36.042229,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0128,PAR-082,Liam Brown,1,-78.93532,36.042229,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0129,PAR-083,Mason Davis,2,-78.937677,36.027813,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0130,PAR-084,Sophia Brown,2,-78.937086,36.041886,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0131,PAR-084,Mia Johnson,5,-78.937086,36.041886,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0132,PAR-085,Mia Thomas,3,-78.943608,36.024348,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0133,PAR-086,Liam Lee,1,-78.941258,36.037508,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0134,PAR-086,Sophia Smith,2,-78.941258,36.037508,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0135,PAR-087,Ava Davis,2,-78.943976,36.021396,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0136,PAR-088,Ava Davis,2,-78.929472,36.024536,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0137,PAR-089,Ethan Johnson,K,-78.935857,36.033333,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0138,PAR-090,Noah Lee,4,-78.93778,36.023074,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0139,PAR-091,Emma Davis,4,-78.922424,36.023385,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0140,PAR-091,Isla Smith,4,-78.922424,36.023385,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0141,PAR-092,Sophia Davis,4,-78.938349,36.046438,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0142,PAR-092,Ava Davis,5,-78.938349,36.046438,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0143,PAR-092,Liam Lee,1,-78.938349,36.046438,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0144,PAR-093,Mason Johnson,1,-78.931486,36.02841,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0145,PAR-094,Mia Brown,5,-78.948925,36.033614,PU-201,Northeast Redevelopment Area,9.3,B-2,SCH-02,Oakridge Elementary
STU-0146,PAR-095,Sophia Lee,5,-78.941084,36.015069,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0147,PAR-096,Mia Thomas,1,-78.932486,36.013509,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0148,PAR-097,Sophia Davis,5,-78.923564,36.014146,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0149,PAR-098,Sophia Thomas,3,-78.925921,36.016793,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0150,PAR-099,Ava Wilson,5,-78.922605,36.005013,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0151,PAR-100,Isla Davis,K,-78.939975,35.99801,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0152,PAR-100,Sophia Davis,K,-78.939975,35.99801,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0153,PAR-100,Noah Wilson,4,-78.939975,35.99801,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0154,PAR-101,Ethan Johnson,3,-78.930758,36.01665,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0155,PAR-102,Lucas Wilson,5,-78.939257,36.000333,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0156,PAR-102,Ethan Brown,5,-78.939257,36.000333,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0157,PAR-103,Lucas Brown,2,-78.922535,36.01378,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0158,PAR-104,Ava Thomas,4,-78.945754,36.012631,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0159,PAR-104,Ethan Wilson,K,-78.945754,36.012631,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0160,PAR-105,Ava Smith,2,-78.943748,36.00113,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0161,PAR-105,Mason Smith,2,-78.943748,36.00113,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0162,PAR-106,Isla Lee,1,-78.936733,36.010551,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0163,PAR-106,Noah Brown,4,-78.936733,36.010551,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0164,PAR-106,Ava Davis,3,-78.936733,36.010551,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0165,PAR-107,Noah Wilson,5,-78.94639,36.018783,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0166,PAR-107,Sophia Davis,5,-78.94639,36.018783,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0167,PAR-107,Sophia Wilson,3,-78.94639,36.018783,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0168,PAR-108,Isla Davis,5,-78.921553,35.997824,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0169,PAR-109,Mason Brown,K,-78.924379,36.015193,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0170,PAR-110,Ethan Lee,1,-78.941081,35.99936,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0171,PAR-110,Ethan Davis,3,-78.941081,35.99936,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0172,PAR-110,Lucas Brown,4,-78.941081,35.99936,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0173,PAR-111,Mia Davis,3,-78.92764,36.001562,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0174,PAR-111,Mia Lee,3,-78.92764,36.001562,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0175,PAR-111,Ava Brown,5,-78.92764,36.001562,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0176,PAR-112,Noah Wilson,K,-78.935757,36.016576,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0177,PAR-112,Noah Davis,4,-78.935757,36.016576,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
STU-0178,PAR-112,Lucas Lee,K,-78.935757,36.016576,PU-202,Southeast Stable Area,3.0,B-2,SCH-02,Oakridge Elementary
